web_scraper_order,web_scraper_start_url,rent_raw,rooms_raw,area_raw,address_raw,description_raw,text_raw,walkingtime_raw,nearest_statioon_raw;;;;;;;;;;
"1763742747-287,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"",""CHF 3’880.– / Monat"",""3 Zimmer"",""83m²"",""Hofstrasse 24, 8032 Zürich"","""","""","""",""""";;;;;;;;;;
"1763742747-288,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"",""CHF 5’070.– / Monat"",""4.5 Zimmer"",""102m²"",""Wiedingstrasse 87c, 8045 Zürich"",""4  Zimmer-Wohnung, 8045 Zürich"","""","""",""""";;;;;;;;;;
"1763742747-289,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"",""CHF 2’740.– / Monat"",""2 Zimmer"",""63m²"",""Sihlhallenstrasse 19, 8004 Zürich"",""Ihr neues Wohnreich in Zürich"","""","""",""""";;;;;;;;;;
"1763742747-290,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"",""CHF 3’475.– / Monat"",""3.5 Zimmer"",""104m²"",""8050 Zürich"",""Moderne 3.5-Zimmer-Maisonette-Wohnung mit zwei Balkonen in Zürich Oerlikon"","""","""",""""";;;;;;;;;;
"1763742747-291,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"",""CHF 2’100.– / Monat"",""3 Zimmer"",""80m²"",""Limmattalstrasse 355, 8049 Zürich"",""""""Einmalige Gelegenheit befristet bis 31.7.2026"""""",""Per sofort oder nach Vereinbarung vermieten wir diese tolle 3 1/2 Zimmerwohnung im 2. OG eines ruhigen 6-Familienhauses an zentraler Lage mit atemberaubender Aussicht in Zürich-Höngg, an der Limmatalstrasse (Nähe Pflegezentrum Bombach).Die Wohnung verfügt über 2 Schlafzimmer, Wohnzimmer mit Essplatz, Küche, und einem grossen Balkon. Doppellavabo, Bad+WC / Dusche+WC.Mietvertrag wird befristet bis am 31. Juli 2026 ausgestellt.Der Mietzins beträgt Fr. 2'100.00 pro Monat inkl. sämtlicher Nebenkosten.Ein Garagenplatz kann für Fr. 110.00 pro Monat dazu gemietet werden.Sollten Sie an einem Besichtigungstermin interessiert sein, bitten wir Sie uns ein Email zusenden."","""",""""";;;;;;;;;;
"1763742747-292,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"",""CHF 2’780.– / Monat"",""2 Zimmer"",""62m²"",""Schaffhauserstrasse 35, 8006 Zürich"",""Moderne 2-Zimmer-Wohnung mit Balkon am Schaffhauserplatz"",""Entdecken Sie diese frisch renovierte 2-Zimmer-Wohnung im 4. Stock an der begehrten Schaffhauserstrasse 35 in Zürich. Mit 62 m² Wohnfläche und zwei praktischen Balkonen bietet diese Wohnung modernen Wohnkomfort in zentraler Lage.Die Wohnung überzeugt mit: • Frische Renovation: Komplett erneuert im Jahr 2025 für höchsten Wohnkomfort • Praktische Raumaufteilung: 2 Zimmer auf 62 m² optimal genutzt • Zwei Balkone: Perfekt für entspannte Momente im Freien • Komfortable Ausstattung: Lift im Gebäude und eigenem Waschturm • Ruhige Lage: Trotz zentraler Lage angenehm ruhig • Sonnige Atmosphäre: Helle Räume dank guter Besonnung Perfekte Lage am Schaffhauserplatz: Die Wohnung besticht durch ihre ausgezeichnete Infrastruktur. In nur 2 Gehminuten erreichen Sie die Tramhaltestelle Schaffhauserplatz sowie eine Apotheke. Ein Migros-Supermarkt ist in 4 Minuten zu Fuss erreichbar. Der Bahnhof Zürich Wipkingen liegt nur 12 Gehminuten entfernt und der Zürich HB ist mit den öffentlichen Verkehrsmittel in nur 10 Minuten erreichbar.Diese Wohnung ist sofort verfügbar und eignet sich ideal für Singles oder Paare, die das urbane Leben in einer der beliebtesten Gegenden Zürichs geniessen möchten. Die Kombination aus moderner Ausstattung, zentraler Lage und ruhiger Atmosphäre macht diese Immobilie zu einem wahren Juwel."","""",""""";;;;;;;;;;
"1763742747-293,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"",""CHF 2’905.– / Monat"",""2.5 Zimmer"",""62m²"",""Hegibachstrasse 68, 8032 Zürich"",""2.5 Zimmerwohnung in Zürich"","""","""",""""";;;;;;;;;;
"1763742747-294,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"",""CHF 2’550.– / Monat"",""2.5 Zimmer"","""",""Dachslernstrasse 85A, 8048 Zürich"",""Wohnen in Alltstetten 1. OG"","""","""",""""";;;;;;;;;;
"1763742747-295,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"",""CHF 2’302.– / Monat"",""1.5 Zimmer"",""38m²"",""Asylstrasse 108, 8032 Zürich"","""","""","""",""""";;;;;;;;;;
"1763742747-296,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"",""CHF 2’000.– / Monat"",""1.5 Zimmer"",""28m²"",""Neptunstrasse 14, 8032 Zürich"",""Charmante 1.5-Zimmer-Wohnung in ruhiger Lage am Hottingerplatz"",""Entdecken Sie diese gemütliche 1.5-Zimmer-Wohnung mit 28 m² Wohnfläche im 4. Stock eines charaktervollen Altbaus an der Neptunstrasse 14 in Zürich. Die Wohnung besticht durch ihre ruhige Lage und die sonnige Ausrichtung.Die Wohnung bietet: • Helles Wohn-/Schlafzimmer: Mit hochwertigem Parkettboden und weissen Wänden • Moderne Küche: Weisse Schränke mit Edelstahlgeräten, inklusive Geschirrspüler, Vollwaschtrockner, Induktionsherd und Kühl- Gefrierkombination • Stilvolles Badezimmer: Mit gefliesten Boden und Wänden sowie begehbarer Dusche Lage und Anbindung: Die Wohnung liegt in einer sehr ruhigen Umgebung und profitiert von der ausgezeichneten Infrastruktur des Hottinger-Quartiers. Die Tramhaltestelle Hottingerplatz ist nur 4 Gehminuten entfernt, der Bahnhof Römerhof in 10 Minuten erreichbar. Für den täglichen Bedarf finden Sie einen Spar-Supermarkt in 6 Minuten Fussdistanz und die Dropa Apotheke Hottingen in nur 5 Minuten. Diese Wohnung ist ideal für Singles oder Studenten, die eine ruhige und dennoch zentral gelegene Bleibe in Zürich suchen. Die Nähe zum See und die hervorragende öffentliche Verkehrsanbindung machen diese Immobilie zu einem perfekten Stadtdomizil."","""",""""";;;;;;;;;;
"1763742747-297,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"",""Preis auf Anfrage"",""5.5 Zimmer"",""236m²"",""Dufourstrasse 4, 8008 Zürich"",""Exklusives Penthouse im Zürcher Seefeld - Luxus mit Panoramablick"","""","""",""""";;;;;;;;;;
"1763742747-298,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"",""CHF 3’365.– / Monat"",""3.5 Zimmer"",""81m²"",""Köchlistrasse, 8004 Zürich"","""","""","""",""""";;;;;;;;;;
"1763742747-299,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"",""CHF 2’860.– / Monat"",""2.5 Zimmer"",""59m²"",""Badenerstrasse 701, 8048 Zürich"","""","""","""",""""";;;;;;;;;;
"1763742747-300,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"",""CHF 4’455.– / Monat"",""2.5 Zimmer"",""95m²"",""Aemtlerstr. 17, 8003 Zürich"",""Loftwohnung mit grosser Dachterrasse an zentraler Lage"","""","""",""""";;;;;;;;;;
"1763742747-301,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"","""","""","""","""","""","""",""-"",""""";;;;;;;;;;
"1763742747-302,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"","""","""","""","""","""","""",""-"",""""";;;;;;;;;;
"1763742747-303,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"","""","""","""","""","""","""",""-"",""""";;;;;;;;;;
"1763742747-304,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"","""","""","""","""","""","""",""-"",""""";;;;;;;;;;
"1763742747-305,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"","""","""","""","""","""","""",""-"",""""";;;;;;;;;;
"1763742747-306,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"","""","""","""","""","""","""",""6 min."",""Station: Bahnhof Wiedikon""";;;;;;;;;;
"1763742747-307,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"","""","""","""","""","""","""",""6 min."",""Station: Hottingerplatz""";;;;;;;;;;
"1763742747-308,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"","""","""","""","""","""","""",""3 min."",""Station: Zürich Binz""";;;;;;;;;;
"1763742747-309,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"","""","""","""","""","""","""",""7 min."",""Station: Bäckeranlage""";;;;;;;;;;
"1763742747-310,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"","""","""","""","""","""","""",""-"",""""";;;;;;;;;;
"1763742747-311,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"","""","""","""","""","""","""",""1 min."",""Station: Zwielplatz""";;;;;;;;;;
"1763742747-312,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"","""","""","""","""","""","""",""2 min."",""Station: Schaffhauserplatz""";;;;;;;;;;
"1763742747-313,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"","""","""","""","""","""","""",""8 min."",""Station: Klusplatz""";;;;;;;;;;
"1763742747-314,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"","""","""","""","""","""","""",""7 min."",""Station: Micafil""";;;;;;;;;;
"1763742747-315,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"","""","""","""","""","""","""",""2 min."",""Station: Hölderlinstrasse""";;;;;;;;;;
"1763742747-316,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"","""","""","""","""","""","""",""3 min."",""Station: Hottingerplatz""";;;;;;;;;;
"1763742747-317,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"","""","""","""","""","""","""",""3 min."",""Station: Opernhaus""";;;;;;;;;;
"1763742747-318,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"","""","""","""","""","""","""",""4 min."",""Station: Zürich Wiedikon""";;;;;;;;;;
"1763742747-319,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"","""","""","""","""","""","""",""3 min."",""Station: Bachmattstrasse""";;;;;;;;;;
"1763742747-320,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=43&o=dateCreated-desc"","""","""","""","""","""","""",""4 min."",""Station: Goldbrunnenplatz""";;;;;;;;;;
"1763742749-321,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"",""CHF 1’350.– / Monat"","""","""",""Nordstrasse, 8037 Zürich"","""","""","""",""""";;;;;;;;;;
"1763742749-322,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"",""CHF 2’700.– / Monat"",""1.5 Zimmer"",""55m²"",""Widmerstrasse, 8001 Zürich"","""","""","""",""""";;;;;;;;;;
"1763742749-323,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"",""CHF 2’150.– / Monat"",""1.5 Zimmer"",""55m²"",""Widmerstrasse, 8038 Zürich"","""","""","""",""""";;;;;;;;;;
"1763742749-324,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"",""CHF 2’962.– / Monat"",""2.5 Zimmer"",""72m²"",""Käferholzstr. 40, 8057 Zürich"",""Modernes wohnen im Guggachpark!"","""","""",""""";;;;;;;;;;
"1763742749-325,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"",""CHF 2’880.– / Monat"",""2.5 Zimmer"",""78m²"",""Forchstr. 261, 8032 Zürich"",""Charmante Loftwohnung an der Forchstrasse"","""","""",""""";;;;;;;;;;
"1763742749-326,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"",""CHF 4’870.– / Monat"",""4 Zimmer"",""116m²"",""Rieterstrasse 59, 8002 Zürich"","""","""","""",""""";;;;;;;;;;
"1763742749-327,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"",""CHF 3’100.– / Monat"",""2.5 Zimmer"",""59m²"",""Renggerstrasse 3, 8038 Zürich"",""2 ½-Zimmer-Wohnung mit Loggia an zentraler Lage"","""","""",""""";;;;;;;;;;
"1763742749-328,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"",""CHF 4’933.– / Monat"",""4.5 Zimmer"",""89m²"",""Seefeldstr. 168, 8008 Zürich"",""4.5-Zimmerwohnung mit Balkon im Seefeld"","""","""",""""";;;;;;;;;;
"1763742749-329,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"",""CHF 4’369.– / Monat"",""3.5 Zimmer"",""99m²"",""Seefeldstrasse 249, 8008 Zürich"",""Schöne Wohnung mit Balkon im Seefeld"","""","""",""""";;;;;;;;;;
"1763742749-330,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"",""CHF 2’500.– / Monat"",""2.5 Zimmer"",""90m²"",""Minervastrasse 46, 8032 Zürich"",""Charmante 2.5-Zimmer-Dachwohnung mit wunderschöner Aussicht"",""Sehr charmante 2.5-Zimmer-Wohnung im Dachgeschoss eines Mehrfamilienhauses in Zürich-Hottingen.Die Wohnung liegt direkt neben dem Artergut und bietet darum eine wunderschöne Aussicht von ihrem grossen Balkon auf das Artergut und gegen Norden auf den Zürichberg.Auch vom Wohnzimmer aus bietet die Wohnung durch die grosse Fensterfront eine sehr schöne Aussicht auf viele Bäume, die auch von allen anderen Fenstern in der Wohnung aus zu sehen sind!Die Wohnung ist im Inneren mit sehr schönem Holzwerk ausgestattet und verfügt über einen edlen Parkettboden.Sie verfügt über ein schönes, helles Bad mit Badewanne.Die Renovation kann im Moment leider aufgrund eines Finanzengpasses in unserer Erbengemeinschaft noch nicht fertiggestellt werden und wird daher befristet auf vier Monate (oder wenn erwünscht nach den erfolgten Renovationen natürlich auch länger) vermietet.Wenn die Miete aller vier Monate im Voraus bezahlt werden kann, dann können diese Renovationen natürlich auch noch vor dem Einzug per 1.11.2025 gemacht werden.Die Wohnung kostet ohne den funktionierenden Kochherd, Ventilator und Geschirrspüler 2'500.- pro Monat, nach den Renovationen CHF 2'900.- im Monat.Die Wohnung ist dennoch wunderschön, absolut ideal gelegen, mit dem Stadelhofen in 10 min. Gehdistanz und wie gesagt direkt angrenzend an das Artergut und den kleinen Merkurpark mit einer wundervollen Aussicht auf die vielen schönen Bäume, was man vom sehr grossen Balkon aus absolut einwandfrei geniessen kann!Im Wohnzimmer hat es ein sehr schönes Cheminee, sowie einen grossen verputzten Sichtbalken, wie auch weitere strukturierte Mauer- und Deckenbereiche!Im Schlafzimmer hat es ein paar wunderschöne Einbauschränke aus teurem Holz, sowie ebenfalls einen grossen, verputzten Sichtbalken.Interessenten können die Wohnung jederzeit besichtigen, wobei Sie sich bitte unter der folgenden Adresse bei uns melden: patrick.schlientz@bluewin.ch."","""",""""";;;;;;;;;;
"1763742749-331,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"",""CHF 4’550.– / Monat"",""4.5 Zimmer"",""122m²"",""8048 Zürich"",""Exquisite 4.5-Zimmer-Wohnung in der begehrten Region Zürich"","""","""",""""";;;;;;;;;;
"1763742749-332,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"",""CHF 2’490.– / Monat"",""2 Zimmer"",""50m²"",""Schulhausstrasse 53, 8002 Zürich"",""Stadtwohnung an Top-Lage"",""Wir vermieten diese schöne Wohnung an bester Lage. Die Wohnung bietet Ihnen folgenden Ausbaustandart:- offene Küche - Geschirrspüler- Glaskeramikherd- Badezimmer mit Badewanne- keramische Bodenplatten in Küche und Bad- Parkettboden im Wohnbereich- elektrische Rollläden- grosser Balkon- Kellerabteil- EstrichabteilAn der Liegenschaft wurde kürzlich eine Fassadensanierung und Modernisierung der Aussenwärmedämmung durchgeführt. Ausserdem wurde die Liegenschaft mit Erdsonden, Wärmepumpe und einer Photovoltaikanlage ausgestattet.Das Haus befindet sich an einer begehrten und ruhigen Wohnlage. Der Autobahnanschluss und das Einkaufszentrum Sihlcity ist innert Kürze erreichbar und auch der Zürichsee ist nur wenige Minuten entfernt.Lassen Sie sich bei einer Besichtigung von der Wohnung überzeugen. Wir freuen uns auf Ihre Kontaktaufnahme."","""",""""";;;;;;;;;;
"1763742749-333,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"",""CHF 3’545.– / Monat"",""3.5 Zimmer"",""80m²"",""Austrasse 41, 8045 Zürich"",""🏡Stylish 3.5-Room Furnished Apartment in Zürich Altstetten (near Zürich-Binz)"","""","""",""""";;;;;;;;;;
"1763742749-334,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"",""CHF 4’500.– / Monat"",""3.5 Zimmer"",""125m²"",""8044 Zürich"",""Kernsanierte Wohnung mit separatem Studio zur Miete"",""Diese stilvolle Altbauwohnung im 1. Obergeschoss bietet auf ca. 125 m² Wohnfläche ein durchdachtes Raumkonzept mit über 2,7 Meter hohen Decken und eleganten Stuckaturen. Das 2022 kernsanierte Mehrfamilienhaus befindet sich an exklusiver Lage am oberen Zürichberg. Herzstück der Wohnung ist das grosszügige Wohn- und Esszimmer mit edlem Parkett und Zugang zur sonnigen Loggia. Die moderne Hochglanzküche mit hochwertigen Geräten verbindet Altbau-Charme mit zeitgemässer Ausstattung.- Neuwertiger Zustand- Hohe Decken mit Stuckaturen- Hochwertiger Ausbaustandard- Grosses Bad mit Waschturm- Loggia mit Südost-Ausrichtung- Kellerabteil mit ca. 15 m²- Separates Studio mit DU/WC im UG mit TageslichtEine praktische Garagenbox rundet dieses exklusive Wohnangebot ab. Ideal für Paare oder Familien, die Wert auf modernes, komfortables Wohnen in Kombination mit dem besonderen Charme eines Altbaus an erstklassiger Lage legen.__Fluntern am Zürichberg ist ein bevorzugtes Wohnquartier für anspruchsvolle, stadtorientierte Menschen. Die Lage bietet eine perfekte Balance zwischen ruhigem Quartierleben und urbanem Lifestyle mit optimaler Infrastruktur. Nur wenige Meter entfernt befindet sich die Haltestelle «Susenberg», von der aus man schnell den Hauptbahnhof, die ETH und die Universität Zürich erreicht. Das Niederdorf, das Kunsthaus und das Schauspielhaus sind gut zu Fuss oder mit dem Tram erreichbar, während Natur- und Ruhesuchende in wenigen Minuten zum Zürichberg und dem Zoo gelangen. Zürich selbst bietet ein vielfältiges kulinarisches und kulturelles Angebot sowie eine hervorragende Anbindung an internationale Metropolen."","""",""""";;;;;;;;;;
"1763742749-335,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"",""CHF 2’800.– / Monat"",""2.5 Zimmer"",""60m²"",""Vulkanstrasse 110, 8005 Zürich"","""","""","""",""""";;;;;;;;;;
"1763742749-336,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"",""CHF 2’800.– / Monat"",""2.5 Zimmer"",""65m²"",""Soldanellastrasse 3, 8048 Zürich"","""","""","""",""""";;;;;;;;;;
"1763742749-337,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"",""CHF 1’560.– / Monat"",""1.5 Zimmer"","""",""Glatttalstrasse, 8052 Zürich"","""","""","""",""""";;;;;;;;;;
"1763742749-338,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"",""CHF 2’400.– / Monat"",""2 Zimmer"",""50m²"",""Diggelmannstrasse 33, 8047 Zürich"",""Moderne 2-Zimmer-Wohnung in ruhiger Lage Albisrieden"",""Entdecken Sie diese charmante 2-Zimmer-Wohnung im 2. Stock an der Diggelmannstrasse 33 in Zürich-Albisrieden. Die 50 m² grosse Wohnung wurde 2024 komplett renoviert und bietet modernen Wohnkomfort in ruhiger Umgebung.Die Wohnung überzeugt mit: • Helle Räume: Holzböden und grosse Schiebefenster sorgen für eine freundliche Atmosphäre • Tiefgaragenplatz inklusive: Der Mietpreis beinhaltet einen Tiefgaragenplatz. • Balkon: Für entspannte Momente im Freien • Komfortable Ausstattung: Geschirrspüler, Aufzug und Tiefgaragenplatz inkl. Gute Verkehrsanbindung: Die Bushaltestelle Untermoosstrasse erreichen Sie in nur 5 Gehminuten, die Tramhaltestelle Albisrieden in 9 Minuten. Ein Denner-Supermarkt befindet sich 6 Minuten entfernt, die Albis-Apotheke ist in 10 Minuten erreichbar.Diese Wohnung eignet sich ideal für Paare oder Singles, die eine moderne, ruhige Wohnung mit guter Verkehrsanbindung suchen. Verfügbar ab November 2025.Diverses: • Bewerbungen ohne Haustiere werden bevorzugt • Kaution 2 Monatsmieten • Kündigungsfrist 3 Monate • Mieterhaftpflichtversicherung erwünscht (inkl. Glasbruch für Spiegel, Küchenabdeckung usw)"","""",""""";;;;;;;;;;
"1763742749-339,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"",""CHF 2’600.– / Monat"",""2.5 Zimmer"",""55m²"",""Neunbrunnenstrasse 43, 8050 Zürich"","""","""","""",""""";;;;;;;;;;
"1763742749-340,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"",""CHF 3’950.– / Monat"",""3.5 Zimmer"",""87m²"",""8048 Zürich"",""Erstbezug! Traumhafte 3.5-Zimmer-Wohnung in ruhiger Lage - perfekt für Familien & Paare!"","""","""",""""";;;;;;;;;;
"1763742749-341,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"","""","""","""","""","""","""",""-"",""""";;;;;;;;;;
"1763742749-342,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"","""","""","""","""","""","""",""-"",""""";;;;;;;;;;
"1763742749-343,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"","""","""","""","""","""","""",""-"",""""";;;;;;;;;;
"1763742749-344,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"","""","""","""","""","""","""",""6 min."",""Station: Brunnenhof""";;;;;;;;;;
"1763742749-345,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"","""","""","""","""","""","""",""2 min."",""Station: Burgwies""";;;;;;;;;;
"1763742749-346,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"","""","""","""","""","""","""",""12 min."",""Station: Zürich Saalsporthalle""";;;;;;;;;;
"1763742749-347,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"","""","""","""","""","""","""",""2 min."",""Station: Bahnhof Wollishofen/Staubstrasse""";;;;;;;;;;
"1763742749-348,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"","""","""","""","""","""","""",""2 min."",""Station: Fröhlichstrasse""";;;;;;;;;;
"1763742749-349,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"","""","""","""","""","""","""",""2 min."",""Station: Zürich Tiefenbrunnen""";;;;;;;;;;
"1763742749-350,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"","""","""","""","""","""","""",""4 min."",""Station: Englischviertelstrasse""";;;;;;;;;;
"1763742749-351,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"","""","""","""","""","""","""",""-"",""""";;;;;;;;;;
"1763742749-352,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"","""","""","""","""","""","""",""5 min."",""Station: Waffenplatzstrasse""";;;;;;;;;;
"1763742749-353,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"","""","""","""","""","""","""",""5 min."",""Station: Zürich Binz""";;;;;;;;;;
"1763742749-354,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"","""","""","""","""","""","""",""-"",""""";;;;;;;;;;
"1763742749-355,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"","""","""","""","""","""","""",""-"",""""";;;;;;;;;;
"1763742749-356,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"","""","""","""","""","""","""",""3 min."",""Station: Freihofstrasse""";;;;;;;;;;
"1763742749-357,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"","""","""","""","""","""","""",""-"",""""";;;;;;;;;;
"1763742749-358,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"","""","""","""","""","""","""",""9 min."",""Station: Albisrieden""";;;;;;;;;;
"1763742749-359,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"","""","""","""","""","""","""",""7 min."",""Station: Zürich Seebach""";;;;;;;;;;
"1763742749-360,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=42&o=dateCreated-desc"","""","""","""","""","""","""",""-"",""""";;;;;;;;;;
"1763742752-361,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=41&o=dateCreated-desc"",""Preis auf Anfrage"",""4 Zimmer"","""",""Bellerivestrasse 7, 8008 Zürich"","""","""","""",""""";;;;;;;;;;
"1763742752-362,""https://www.homegate.ch/mieten/immobilien/ort-zuerich/trefferliste?ep=41&o=dateCreated-desc"",""CHF 2’950.– / Monat"",""3 Zimmer"",""74m²"",""Steinstrasse 75, 8003 Zürich"",""3-Zimmerwohnung an zentraler Lage zu vermieten"","""","""",""""";;;;;;;;;;
